mui,method,mod,nc,nmi
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8454,39,0.988
10,ML,0.8493,35,0.979
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8417,40,0.98
10,ML,0.8476,31,0.943
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8347,43,0.967
10,ML,0.8487,35,0.977
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8469,38,0.985
10,ML,0.849,34,0.97
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8418,41,0.975
10,ML,0.8479,34,0.969
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8397,42,0.972
10,ML,0.8468,33,0.954
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8401,41,0.98
10,ML,0.8492,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8378,43,0.972
10,ML,0.8487,34,0.97
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8353,44,0.972
10,ML,0.8463,33,0.955
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8449,37,0.977
10,ML,0.8482,34,0.965
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8435,41,0.978
10,ML,0.8493,35,0.979
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8475,39,0.991
10,ML,0.8471,34,0.966
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8391,41,0.976
10,ML,0.8489,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8424,40,0.976
10,ML,0.8479,34,0.965
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8372,43,0.973
10,ML,0.8493,35,0.979
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.849,37,0.994
10,ML,0.849,34,0.969
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8393,40,0.975
10,ML,0.8493,35,0.976
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8477,38,0.993
10,ML,0.8491,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8421,39,0.979
10,ML,0.8489,34,0.97
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8407,43,0.972
10,ML,0.8489,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8411,41,0.978
10,ML,0.8489,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8408,41,0.974
10,ML,0.8493,35,0.979
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8446,40,0.986
10,ML,0.8493,35,0.979
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8385,43,0.97
10,ML,0.8483,34,0.969
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8415,40,0.978
10,ML,0.8487,33,0.961
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8377,41,0.979
10,ML,0.8479,33,0.959
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8347,45,0.964
10,ML,0.8478,34,0.967
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8354,45,0.96
10,ML,0.8489,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8422,40,0.979
10,ML,0.8489,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8459,39,0.99
10,ML,0.8486,34,0.967
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.844,39,0.985
10,ML,0.8487,35,0.977
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8398,41,0.977
10,ML,0.8473,32,0.949
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8417,40,0.98
10,ML,0.8487,33,0.961
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8446,39,0.986
10,ML,0.8484,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8421,40,0.976
10,ML,0.8493,35,0.98
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8369,44,0.969
10,ML,0.8487,35,0.978
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8362,42,0.976
10,ML,0.8471,32,0.951
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8423,40,0.979
10,ML,0.8493,35,0.978
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8439,39,0.987
10,ML,0.8477,33,0.959
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8411,41,0.973
10,ML,0.8479,34,0.967
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.843,41,0.982
10,ML,0.8489,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8444,40,0.984
10,ML,0.8485,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.838,43,0.973
10,ML,0.8481,33,0.957
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8355,42,0.972
10,ML,0.8479,33,0.96
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8408,38,0.966
10,ML,0.8482,32,0.952
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8368,41,0.974
10,ML,0.8489,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8412,42,0.978
10,ML,0.8487,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8432,39,0.982
10,ML,0.8478,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8437,41,0.981
10,ML,0.848,35,0.975
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8362,45,0.968
10,ML,0.8482,32,0.954
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8247,46,0.954
10,ML,0.8479,34,0.967
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8461,39,0.987
10,ML,0.8486,34,0.967
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8402,40,0.977
10,ML,0.8479,34,0.967
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8368,44,0.966
10,ML,0.8488,33,0.964
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8424,41,0.979
10,ML,0.8493,35,0.979
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8452,39,0.978
10,ML,0.8488,33,0.962
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8441,40,0.983
10,ML,0.849,34,0.97
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.843,40,0.976
10,ML,0.8473,34,0.966
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8409,40,0.98
10,ML,0.8492,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8426,41,0.978
10,ML,0.8481,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.838,43,0.969
10,ML,0.8493,35,0.978
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8349,42,0.973
10,ML,0.8493,35,0.979
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8346,42,0.965
10,ML,0.8486,35,0.977
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8418,39,0.979
10,ML,0.8479,34,0.965
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8456,37,0.98
10,ML,0.8485,33,0.96
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8361,41,0.975
10,ML,0.849,34,0.967
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8471,38,0.985
10,ML,0.8479,32,0.949
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8325,43,0.958
10,ML,0.8488,33,0.961
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8443,39,0.987
10,ML,0.8489,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8378,42,0.972
10,ML,0.8487,35,0.978
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8438,40,0.983
10,ML,0.849,34,0.97
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8427,41,0.981
10,ML,0.8486,33,0.961
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8449,38,0.982
10,ML,0.8487,35,0.977
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8396,41,0.972
10,ML,0.8491,34,0.97
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8437,40,0.979
10,ML,0.849,34,0.97
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8451,40,0.982
10,ML,0.8488,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8438,40,0.978
10,ML,0.8479,34,0.966
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8465,38,0.987
10,ML,0.8492,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8373,39,0.976
10,ML,0.8489,34,0.969
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8423,40,0.98
10,ML,0.8484,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8415,40,0.978
10,ML,0.8487,35,0.977
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8351,44,0.968
10,ML,0.8481,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8367,43,0.965
10,ML,0.8486,35,0.978
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8461,39,0.983
10,ML,0.8487,35,0.978
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8424,41,0.977
10,ML,0.8484,34,0.969
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8395,39,0.981
10,ML,0.8476,32,0.954
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8392,42,0.973
10,ML,0.8478,34,0.967
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8439,38,0.978
10,ML,0.8489,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8375,43,0.974
10,ML,0.8487,33,0.961
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8368,41,0.977
10,ML,0.8485,33,0.961
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8422,40,0.979
10,ML,0.849,34,0.97
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.837,43,0.971
10,ML,0.8489,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8432,40,0.984
10,ML,0.8471,33,0.957
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8449,39,0.986
10,ML,0.8477,34,0.967
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8478,38,0.989
10,ML,0.8477,33,0.959
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8377,42,0.974
10,ML,0.8489,34,0.971
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8488,38,0.992
10,ML,0.8484,34,0.969
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8378,43,0.967
10,ML,0.849,34,0.968
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8474,38,0.988
10,ML,0.8487,34,0.97
10,WT,0.848,40,0.99
10,FG,0.8426,34,0.96
10,IM,0.8491,37,0.996
10,LP,0.8441,40,0.979
10,ML,0.8492,34,0.97
10,WT,0.848,40,0.99
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7881,38,0.966
15,ML,0.7929,31,0.935
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7899,39,0.974
15,ML,0.792,30,0.928
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7891,41,0.976
15,ML,0.7925,32,0.941
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7881,41,0.972
15,ML,0.7916,31,0.935
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7923,38,0.982
15,ML,0.7933,31,0.939
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7837,42,0.968
15,ML,0.793,31,0.938
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7905,39,0.974
15,ML,0.793,32,0.945
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7886,40,0.975
15,ML,0.7929,32,0.945
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7906,39,0.973
15,ML,0.7932,31,0.939
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7908,40,0.979
15,ML,0.7933,31,0.934
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7909,40,0.979
15,ML,0.7929,30,0.927
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7894,40,0.976
15,ML,0.7929,31,0.938
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7853,40,0.975
15,ML,0.7929,31,0.939
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7737,44,0.949
15,ML,0.7934,32,0.943
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7866,39,0.966
15,ML,0.7925,30,0.927
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7853,41,0.966
15,ML,0.7933,30,0.927
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.79,38,0.977
15,ML,0.7932,31,0.934
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7884,38,0.97
15,ML,0.7927,31,0.936
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7837,40,0.969
15,ML,0.7933,33,0.956
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7865,39,0.978
15,ML,0.7916,28,0.899
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7865,41,0.966
15,ML,0.7936,32,0.947
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7886,40,0.971
15,ML,0.7922,31,0.936
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7912,38,0.979
15,ML,0.7929,31,0.939
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7847,40,0.966
15,ML,0.7918,31,0.932
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7833,43,0.963
15,ML,0.7933,33,0.956
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7908,40,0.98
15,ML,0.7919,30,0.924
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.79,41,0.974
15,ML,0.7924,31,0.933
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.789,39,0.973
15,ML,0.792,31,0.934
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7899,40,0.973
15,ML,0.7931,32,0.945
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7905,40,0.972
15,ML,0.7938,32,0.949
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7853,41,0.969
15,ML,0.7916,31,0.933
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7911,40,0.98
15,ML,0.7933,31,0.932
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7903,39,0.976
15,ML,0.7922,31,0.933
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7913,39,0.979
15,ML,0.7926,30,0.923
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7871,41,0.972
15,ML,0.7926,30,0.929
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7877,41,0.975
15,ML,0.7936,32,0.949
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7815,42,0.965
15,ML,0.793,31,0.939
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7771,45,0.951
15,ML,0.7932,32,0.946
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.78,39,0.953
15,ML,0.7927,30,0.929
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7877,40,0.969
15,ML,0.7939,33,0.957
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7845,40,0.968
15,ML,0.7931,31,0.937
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7831,40,0.964
15,ML,0.7921,31,0.937
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7906,40,0.975
15,ML,0.7926,30,0.929
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7841,38,0.962
15,ML,0.7929,31,0.938
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7811,42,0.959
15,ML,0.7925,31,0.933
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7842,41,0.97
15,ML,0.793,30,0.931
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.787,41,0.966
15,ML,0.7919,31,0.934
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7875,41,0.966
15,ML,0.7926,32,0.944
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7875,39,0.972
15,ML,0.7916,29,0.915
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7833,43,0.965
15,ML,0.7926,32,0.945
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.782,44,0.963
15,ML,0.7925,30,0.926
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7788,42,0.96
15,ML,0.793,31,0.938
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7873,40,0.971
15,ML,0.7931,31,0.934
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7898,40,0.971
15,ML,0.7935,32,0.95
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7857,44,0.963
15,ML,0.7928,29,0.916
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7902,40,0.974
15,ML,0.7926,28,0.909
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7865,40,0.969
15,ML,0.792,31,0.933
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7871,41,0.975
15,ML,0.7925,30,0.927
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7888,40,0.974
15,ML,0.7927,31,0.934
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7793,43,0.961
15,ML,0.7935,31,0.938
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7903,40,0.975
15,ML,0.7922,32,0.945
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7798,42,0.963
15,ML,0.7929,31,0.937
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7886,40,0.975
15,ML,0.7924,30,0.923
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7892,40,0.971
15,ML,0.7929,31,0.933
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7838,42,0.968
15,ML,0.7935,32,0.947
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7861,40,0.974
15,ML,0.7928,30,0.928
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.79,38,0.969
15,ML,0.7936,30,0.93
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7865,40,0.972
15,ML,0.7931,31,0.939
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7869,40,0.972
15,ML,0.7931,32,0.948
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7859,42,0.97
15,ML,0.7925,29,0.914
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7919,39,0.981
15,ML,0.7929,30,0.928
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7879,39,0.965
15,ML,0.7936,33,0.955
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7882,42,0.97
15,ML,0.7935,30,0.928
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7898,38,0.968
15,ML,0.7912,29,0.914
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7859,40,0.971
15,ML,0.7926,32,0.943
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7778,43,0.96
15,ML,0.7932,32,0.946
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
